iso639-3,url,iso639-2/iso639-5,iso639-2,iso639-5,iso639-1,name,type,status,member of macro language,member of MARC collective code,iso639-3
hdn,https://iso639-3.sil.org/code/hdn,,,,,Northern Haida,Individual,Living,hai,,hdn
hds,https://iso639-3.sil.org/code/hds,,,,,Honduras Sign Language,Individual,Living,,sgn,hds
hdy,https://iso639-3.sil.org/code/hdy,,,,,Hadiyya,Individual,Living,,cus,hdy
hea,https://iso639-3.sil.org/code/hea,,,,,Northern Qiandong Miao,Individual,Living,hmn,,hea
heb,https://iso639-3.sil.org/code/heb,heb,heb,,he,Hebrew,Individual,Living,,,heb
hed,https://iso639-3.sil.org/code/hed,,,,,HerdÇ,Individual,Living,,afa,hed
heg,https://iso639-3.sil.org/code/heg,,,,,Helong,Individual,Living,,map,heg
heh,https://iso639-3.sil.org/code/heh,,,,,Hehe,Individual,Living,,bnt,heh
hei,https://iso639-3.sil.org/code/hei,,,,,Heiltsuk,Individual,Living,,wak,hei
hem,https://iso639-3.sil.org/code/hem,,,,,Hemba,Individual,Living,,bnt,hem
her,https://iso639-3.sil.org/code/her,her,her,,hz,Herero,Individual,Living,,,her
hgm,https://iso639-3.sil.org/code/hgm,,,,,"Hai//om, Hai||om, Hai?om",Individual,Living,,khi,hgm
hgw,https://iso639-3.sil.org/code/hgw,,,,,Haigwai,Individual,Living,,map,hgw
hhi,https://iso639-3.sil.org/code/hhi,,,,,Hoia Hoia,Individual,Living,,paa,hhi
hhr,https://iso639-3.sil.org/code/hhr,,,,,Kerak,Individual,Living,,nic,hhr
hhy,https://iso639-3.sil.org/code/hhy,,,,,Hoyahoya,Individual,Living,,paa,hhy
hia,https://iso639-3.sil.org/code/hia,,,,,Lamang,Individual,Living,,afa,hia
hib,https://iso639-3.sil.org/code/hib,,,,,Hibito,Individual,Extinct,,sai,hib
hid,https://iso639-3.sil.org/code/hid,,,,,Hidatsa,Individual,Living,,sio,hid
hif,https://iso639-3.sil.org/code/hif,,,,,Fiji Hindi,Individual,Living,,inc,hif
hig,https://iso639-3.sil.org/code/hig,,,,,Kamwe,Individual,Living,,afa,hig
hih,https://iso639-3.sil.org/code/hih,,,,,Pamosu,Individual,Living,,paa,hih
hii,https://iso639-3.sil.org/code/hii,,,,,Hinduri,Individual,Living,,inc,hii
hij,https://iso639-3.sil.org/code/hij,,,,,Hijuk,Individual,Living,,bnt,hij
hik,https://iso639-3.sil.org/code/hik,,,,,Seit-Kaitetu,Individual,Living,,map,hik
hil,https://iso639-3.sil.org/code/hil,hil,hil,,,Hiligaynon,Individual,Living,,,hil
,https://iso639-3.sil.org/code/him,him,him,,,"Himachali languages, Western Pahari languages",Collective,Genetic,,,
hin,https://iso639-3.sil.org/code/hin,hin,hin,,hi,Hindi,Individual,Living,,,hin
hio,https://iso639-3.sil.org/code/hio,,,,,Tsoa,Individual,Living,,khi,hio
hir,https://iso639-3.sil.org/code/hir,,,,,Himarim?,Individual,Living,,sai,hir
hit,https://iso639-3.sil.org/code/hit,hit,hit,,,Hittite,Individual,Ancient,,,hit
hiw,https://iso639-3.sil.org/code/hiw,,,,,Hiw,Individual,Living,,map,hiw
hix,https://iso639-3.sil.org/code/hix,,,,,Hixkary†na,Individual,Living,,sai,hix
hji,https://iso639-3.sil.org/code/hji,,,,,Haji,Individual,Living,msa,,hji
hka,https://iso639-3.sil.org/code/hka,,,,,Kahe,Individual,Living,,bnt,hka
hke,https://iso639-3.sil.org/code/hke,,,,,Hunde,Individual,Living,,bnt,hke
hkk,https://iso639-3.sil.org/code/hkk,,,,,Hunjara-Kaina Ke,Individual,Living,,paa,hkk
hkn,https://iso639-3.sil.org/code/hkn,,,,,Mel-Khaonh,Individual,Living,,mkh,hkn
hks,https://iso639-3.sil.org/code/hks,,,,,"Heung Kong Sau Yue, Hong Kong Sign Language",Individual,Living,,sgn,hks
hla,https://iso639-3.sil.org/code/hla,,,,,Halia,Individual,Living,,map,hla
hlb,https://iso639-3.sil.org/code/hlb,,,,,Halbi,Individual,Living,,inc,hlb
hld,https://iso639-3.sil.org/code/hld,,,,,Halang Doan,Individual,Living,,mkh,hld
hle,https://iso639-3.sil.org/code/hle,,,,,Hlersu,Individual,Living,,sit,hle
hlt,https://iso639-3.sil.org/code/hlt,,,,,Matu Chin,Individual,Living,,sit,hlt
hlu,https://iso639-3.sil.org/code/hlu,,,,,Hieroglyphic Luwian,Individual,Ancient,,ine,hlu
hma,https://iso639-3.sil.org/code/hma,,,,,"Southern Mashan Hmong, Southern Mashan Miao",Individual,Living,hmn,,hma
hmb,https://iso639-3.sil.org/code/hmb,,,,,Humburi Senni Songhay,Individual,Living,,son,hmb
hmc,https://iso639-3.sil.org/code/hmc,,,,,"Central Huishui Hmong, Central Huishui Miao",Individual,Living,hmn,,hmc
hmd,https://iso639-3.sil.org/code/hmd,,,,,"A-hmaos, Da-Hua Miao, Large Flowery Miao",Individual,Living,hmn,,hmd
hme,https://iso639-3.sil.org/code/hme,,,,,"Eastern Huishui Hmong, Eastern Huishui Miao",Individual,Living,hmn,,hme
hmf,https://iso639-3.sil.org/code/hmf,,,,,Hmong Don,Individual,Living,hmn,,hmf
hmg,https://iso639-3.sil.org/code/hmg,,,,,Southwestern Guiyang Hmong,Individual,Living,hmn,,hmg
hmh,https://iso639-3.sil.org/code/hmh,,,,,"Southwestern Huishui Hmong, Southwestern Huishui Miao",Individual,Living,hmn,,hmh
hmi,https://iso639-3.sil.org/code/hmi,,,,,"Northern Huishui Hmong, Northern Huishui Miao",Individual,Living,hmn,,hmi
hmj,https://iso639-3.sil.org/code/hmj,,,,,"Ge, Gejia",Individual,Living,hmn,,hmj
hmk,https://iso639-3.sil.org/code/hmk,,,,,Maek,Individual,Ancient,,tut,hmk
hml,https://iso639-3.sil.org/code/hml,,,,,"Luopohe Hmong, Luopohe Miao",Individual,Living,hmn,,hml
hmm,https://iso639-3.sil.org/code/hmm,,,,,"Central Mashan Hmong, Central Mashan Miao",Individual,Living,hmn,,hmm
hmn,https://iso639-3.sil.org/code/hmn,hmn,hmn,,,"Hmong, Mong",Macrolanguage,Living,,,hmn
hmo,https://iso639-3.sil.org/code/hmo,hmo,hmo,,ho,Hiri Motu,Individual,Living,,,hmo
hmp,https://iso639-3.sil.org/code/hmp,,,,,"Northern Mashan Hmong, Northern Mashan Miao",Individual,Living,hmn,,hmp
hmq,https://iso639-3.sil.org/code/hmq,,,,,Eastern Qiandong Miao,Individual,Living,hmn,,hmq
hmr,https://iso639-3.sil.org/code/hmr,,,,,Hmar,Individual,Living,,sit,hmr
hms,https://iso639-3.sil.org/code/hms,,,,,Southern Qiandong Miao,Individual,Living,hmn,,hms
hmt,https://iso639-3.sil.org/code/hmt,,,,,Hamtai,Individual,Living,,paa,hmt
hmu,https://iso639-3.sil.org/code/hmu,,,,,Hamap,Individual,Living,,paa,hmu
hmv,https://iso639-3.sil.org/code/hmv,,,,,Hmong Dì,Individual,Living,hmn,,hmv
hmw,https://iso639-3.sil.org/code/hmw,,,,,"Western Mashan Hmong, Western Mashan Miao",Individual,Living,hmn,,hmw
,https://iso639-3.sil.org/code/hmx,hmx,,hmx,,Hmong-Mien languages,Collective,Genetic,,,
hmy,https://iso639-3.sil.org/code/hmy,,,,,"Southern Guiyang Hmong, Southern Guiyang Miao",Individual,Living,hmn,,hmy
hmz,https://iso639-3.sil.org/code/hmz,,,,,"Hmong Shua, Sinicized Miao",Individual,Living,hmn,,hmz
hna,https://iso639-3.sil.org/code/hna,,,,,Mina (Cameroon),Individual,Living,,afa,hna
hnd,https://iso639-3.sil.org/code/hnd,,,,,Southern Hindko,Individual,Living,lah,,hnd
hne,https://iso639-3.sil.org/code/hne,,,,,Chhattisgarhi,Individual,Living,,inc,hne
hng,https://iso639-3.sil.org/code/hng,,,,,Hungu,Individual,Living,,bnt,hng
hnh,https://iso639-3.sil.org/code/hnh,,,,,"//Ani, ||Ani, ?Ani",Individual,Living,,khi,hnh
hni,https://iso639-3.sil.org/code/hni,,,,,Hani,Individual,Living,,sit,hni
hnj,https://iso639-3.sil.org/code/hnj,,,,,"Hmong Njua, Mong Leng, Mong Njua",Individual,Living,hmn,,hnj
hnn,https://iso639-3.sil.org/code/hnn,,,,,Hanunoo,Individual,Living,,map,hnn
hno,https://iso639-3.sil.org/code/hno,,,,,Northern Hindko,Individual,Living,lah,,hno
hns,https://iso639-3.sil.org/code/hns,,,,,Caribbean Hindustani,Individual,Living,,inc,hns
hnu,https://iso639-3.sil.org/code/hnu,,,,,Hung,Individual,Living,,mkh,hnu
hoa,https://iso639-3.sil.org/code/hoa,,,,,Hoava,Individual,Living,,map,hoa
hob,https://iso639-3.sil.org/code/hob,,,,,Mari (Madang Province),Individual,Living,,fiu,hob
hoc,https://iso639-3.sil.org/code/hoc,,,,,Ho,Individual,Living,,mun,hoc
hod,https://iso639-3.sil.org/code/hod,,,,,Holma,Individual,Extinct,,afa,hod
hoe,https://iso639-3.sil.org/code/hoe,,,,,Horom,Individual,Living,,nic,hoe
hoh,https://iso639-3.sil.org/code/hoh,,,,,Hoby¢t,Individual,Living,,sem,hoh
hoi,https://iso639-3.sil.org/code/hoi,,,,,Holikachuk,Individual,Living,,ath,hoi
hoj,https://iso639-3.sil.org/code/hoj,,,,,"Hadothi, Haroti",Individual,Living,raj,,hoj
,https://iso639-3.sil.org/code/hok,hok,,hok,,Hokan languages,Collective,Genetic,,,
hol,https://iso639-3.sil.org/code/hol,,,,,Holu,Individual,Living,,bnt,hol
hom,https://iso639-3.sil.org/code/hom,,,,,Homa,Individual,Extinct,,bnt,hom
hoo,https://iso639-3.sil.org/code/hoo,,,,,Holoholo,Individual,Living,,bnt,hoo
hop,https://iso639-3.sil.org/code/hop,,,,,Hopi,Individual,Living,,cai,hop
hor,https://iso639-3.sil.org/code/hor,,,,,Horo,Individual,Extinct,,ssa,hor
hos,https://iso639-3.sil.org/code/hos,,,,,Ho Chi Minh City Sign Language,Individual,Living,,sgn,hos
hot,https://iso639-3.sil.org/code/hot,,,,,"Hote, Malà",Individual,Living,,map,hot
hov,https://iso639-3.sil.org/code/hov,,,,,Hovongan,Individual,Living,,map,hov
how,https://iso639-3.sil.org/code/how,,,,,Honi,Individual,Living,,sit,how
hoy,https://iso639-3.sil.org/code/hoy,,,,,Holiya,Individual,Living,,dra,hoy
hoz,https://iso639-3.sil.org/code/hoz,,,,,Hozo,Individual,Living,,afa,hoz
hpo,https://iso639-3.sil.org/code/hpo,,,,,Hpon,Individual,Extinct,,sit,hpo
hps,https://iso639-3.sil.org/code/hps,,,,,"Hawai'i Pidgin Sign Language, Hawai'i Sign Language (HSL)",Individual,Living,,sgn,hps
hra,https://iso639-3.sil.org/code/hra,,,,,Hrangkhol,Individual,Living,,sit,hra
hrc,https://iso639-3.sil.org/code/hrc,,,,,Niwer Mil,Individual,Living,,map,hrc
hre,https://iso639-3.sil.org/code/hre,,,,,Hre,Individual,Living,,mkh,hre
hrk,https://iso639-3.sil.org/code/hrk,,,,,Haruku,Individual,Living,,map,hrk
hrm,https://iso639-3.sil.org/code/hrm,,,,,Horned Miao,Individual,Living,hmn,,hrm
hro,https://iso639-3.sil.org/code/hro,,,,,Haroi,Individual,Living,,cmc,hro
hrp,https://iso639-3.sil.org/code/hrp,,,,,Nhirrpi,Individual,Extinct,,aus,hrp
hrt,https://iso639-3.sil.org/code/hrt,,,,,HÇrtevin,Individual,Living,,sem,hrt
hru,https://iso639-3.sil.org/code/hru,,,,,Hruso,Individual,Living,,und,hru
hrv,https://iso639-3.sil.org/code/hrv,hrv,hrv,,hr,Croatian,Individual,Living,hbs,,hrv
hrw,https://iso639-3.sil.org/code/hrw,,,,,Warwar Feni,Individual,Living,,map,hrw
hrx,https://iso639-3.sil.org/code/hrx,,,,,Hunsrik,Individual,Living,,gem,hrx
hrz,https://iso639-3.sil.org/code/hrz,,,,,Harzani,Individual,Living,,ira,hrz
hsb,https://iso639-3.sil.org/code/hsb,hsb,hsb,,,Upper Sorbian,Individual,Living,,,hsb
hsh,https://iso639-3.sil.org/code/hsh,,,,,Hungarian Sign Language,Individual,Living,,sgn,hsh
hsl,https://iso639-3.sil.org/code/hsl,,,,,Hausa Sign Language,Individual,Living,,sgn,hsl
hsn,https://iso639-3.sil.org/code/hsn,,,,,Xiang Chinese,Individual,Living,zho,,hsn
hss,https://iso639-3.sil.org/code/hss,,,,,Harsusi,Individual,Living,,sem,hss
hti,https://iso639-3.sil.org/code/hti,,,,,Hoti,Individual,Extinct,,map,hti
hto,https://iso639-3.sil.org/code/hto,,,,,Minica Huitoto,Individual,Living,,sai,hto
hts,https://iso639-3.sil.org/code/hts,,,,,Hadza,Individual,Living,,und,hts
htu,https://iso639-3.sil.org/code/htu,,,,,Hitu,Individual,Living,,map,htu
htx,https://iso639-3.sil.org/code/htx,,,,,Middle Hittite,Individual,Ancient,,hit,htx
hub,https://iso639-3.sil.org/code/hub,,,,,Huambisa,Individual,Living,,sai,hub
huc,https://iso639-3.sil.org/code/huc,,,,,??Amkoe,Individual,Living,,khi,huc
hud,https://iso639-3.sil.org/code/hud,,,,,Huaulu,Individual,Living,,map,hud
hue,https://iso639-3.sil.org/code/hue,,,,,San Francisco Del Mar Huave,Individual,Living,,cai,hue
huf,https://iso639-3.sil.org/code/huf,,,,,Humene,Individual,Living,,paa,huf
hug,https://iso639-3.sil.org/code/hug,,,,,Huachipaeri,Individual,Living,,sai,hug
huh,https://iso639-3.sil.org/code/huh,,,,,Huilliche,Individual,Living,,sai,huh
hui,https://iso639-3.sil.org/code/hui,,,,,Huli,Individual,Living,,paa,hui
huj,https://iso639-3.sil.org/code/huj,,,,,"Northern Guiyang Hmong, Northern Guiyang Miao",Individual,Living,hmn,,huj
huk,https://iso639-3.sil.org/code/huk,,,,,Hulung,Individual,Extinct,,map,huk
hul,https://iso639-3.sil.org/code/hul,,,,,Hula,Individual,Living,,map,hul
hum,https://iso639-3.sil.org/code/hum,,,,,Hungana,Individual,Living,,bnt,hum
hun,https://iso639-3.sil.org/code/hun,hun,hun,,hu,Hungarian,Individual,Living,,,hun
huo,https://iso639-3.sil.org/code/huo,,,,,Hu,Individual,Living,,mkh,huo
hup,https://iso639-3.sil.org/code/hup,hup,hup,,,Hupa,Individual,Living,,ath,hup
huq,https://iso639-3.sil.org/code/huq,,,,,Tsat,Individual,Living,,map,huq
hur,https://iso639-3.sil.org/code/hur,,,,,Halkomelem,Individual,Living,,sal,hur
hus,https://iso639-3.sil.org/code/hus,,,,,Huastec,Individual,Living,,myn,hus
hut,https://iso639-3.sil.org/code/hut,,,,,Humla,Individual,Living,,sit,hut
huu,https://iso639-3.sil.org/code/huu,,,,,Murui Huitoto,Individual,Living,,sai,huu
huv,https://iso639-3.sil.org/code/huv,,,,,San Mateo Del Mar Huave,Individual,Living,,cai,huv
huw,https://iso639-3.sil.org/code/huw,,,,,Hukumina,Individual,Extinct,,map,huw
hux,https://iso639-3.sil.org/code/hux,,,,,NÅpode Huitoto,Individual,Living,,sai,hux
huy,https://iso639-3.sil.org/code/huy,,,,,Hulaul†,Individual,Living,,sem,huy
huz,https://iso639-3.sil.org/code/huz,,,,,Hunzib,Individual,Living,,cau,huz
hvc,https://iso639-3.sil.org/code/hvc,,,,,Haitian Vodoun Culture Language,Individual,Living,,und,hvc
hve,https://iso639-3.sil.org/code/hve,,,,,San Dionisio Del Mar Huave,Individual,Living,,cai,hve
hvk,https://iso639-3.sil.org/code/hvk,,,,,Haveke,Individual,Living,,map,hvk
hvn,https://iso639-3.sil.org/code/hvn,,,,,Sabu,Individual,Living,,map,hvn
hvv,https://iso639-3.sil.org/code/hvv,,,,,Santa Mar°a Del Mar Huave,Individual,Living,,cai,hvv
hwa,https://iso639-3.sil.org/code/hwa,,,,,WanÇ,Individual,Living,,kro,hwa
hwc,https://iso639-3.sil.org/code/hwc,,,,,"Hawai'i Creole English, Hawai'i Pidgin",Individual,Living,,cpe,hwc
hwo,https://iso639-3.sil.org/code/hwo,,,,,Hwana,Individual,Living,,afa,hwo
hya,https://iso639-3.sil.org/code/hya,,,,,Hya,Individual,Living,,afa,hya
hye,https://iso639-3.sil.org/code/hye,arm (B)|hye (T),arm (B)|hye (T),,hy,Armenian,Individual,Living,,,hye
hyw,https://iso639-3.sil.org/code/hyw,,,,,Western Armenian,Individual,Living,,arm,hyw
,https://iso639-3.sil.org/code/hyx,hyx,,hyx,,Armenian (family),Collective,Genetic,,,
iai,https://iso639-3.sil.org/code/iai,,,,,Iaai,Individual,Living,,map,iai
ian,https://iso639-3.sil.org/code/ian,,,,,Iatmul,Individual,Living,,paa,ian
iar,https://iso639-3.sil.org/code/iar,,,,,Purari,Individual,Living,,paa,iar
iba,https://iso639-3.sil.org/code/iba,iba,iba,,,Iban,Individual,Living,,,iba
ibb,https://iso639-3.sil.org/code/ibb,,,,,Ibibio,Individual,Living,,efi,ibb
ibd,https://iso639-3.sil.org/code/ibd,,,,,Iwaidja,Individual,Living,,aus,ibd
ibe,https://iso639-3.sil.org/code/ibe,,,,,Akpes,Individual,Living,,nic,ibe
ibg,https://iso639-3.sil.org/code/ibg,,,,,Ibanag,Individual,Living,,phi,ibg
ibh,https://iso639-3.sil.org/code/ibh,,,,,Bih,Individual,Living,,map,ibh
ibl,https://iso639-3.sil.org/code/ibl,,,,,Ibaloi,Individual,Living,,phi,ibl
ibm,https://iso639-3.sil.org/code/ibm,,,,,Agoi,Individual,Living,,nic,ibm
ibn,https://iso639-3.sil.org/code/ibn,,,,,Ibino,Individual,Living,,nic,ibn
ibo,https://iso639-3.sil.org/code/ibo,ibo,ibo,,ig,Igbo,Individual,Living,,,ibo
ibr,https://iso639-3.sil.org/code/ibr,,,,,Ibuoro,Individual,Living,,efi,ibr
ibu,https://iso639-3.sil.org/code/ibu,,,,,Ibu,Individual,Living,,paa,ibu
iby,https://iso639-3.sil.org/code/iby,,,,,Ibani,Individual,Living,,ijo,iby
ica,https://iso639-3.sil.org/code/ica,,,,,Ede Ica,Individual,Living,,nic,ica
ich,https://iso639-3.sil.org/code/ich,,,,,Etkywan,Individual,Living,,nic,ich
icl,https://iso639-3.sil.org/code/icl,,,,,Icelandic Sign Language,Individual,Living,,sgn,icl
icr,https://iso639-3.sil.org/code/icr,,,,,Islander Creole English,Individual,Living,,cpe,icr
ida,https://iso639-3.sil.org/code/ida,,,,,"Idakho-Isukha-Tiriki, Luidakho-Luisukha-Lutirichi",Individual,Living,luy,,ida
idb,https://iso639-3.sil.org/code/idb,,,,,Indo-Portuguese,Individual,Living,,cpp,idb
idc,https://iso639-3.sil.org/code/idc,,,,,"Ajiya, Idon",Individual,Living,,nic,idc
idd,https://iso639-3.sil.org/code/idd,,,,,Ede Idaca,Individual,Living,,nic,idd
ide,https://iso639-3.sil.org/code/ide,,,,,Idere,Individual,Living,,efi,ide
idi,https://iso639-3.sil.org/code/idi,,,,,Idi,Individual,Living,,,idi
ido,https://iso639-3.sil.org/code/ido,ido,ido,,io,Ido,Individual,Constructed,,,ido
idr,https://iso639-3.sil.org/code/idr,,,,,Indri,Individual,Living,,bnt,idr
ids,https://iso639-3.sil.org/code/ids,,,,,Idesa,Individual,Living,,nic,ids
idt,https://iso639-3.sil.org/code/idt,,,,,IdatÇ,Individual,Living,,map,idt
idu,https://iso639-3.sil.org/code/idu,,,,,Idoma,Individual,Living,,nic,idu
ifa,https://iso639-3.sil.org/code/ifa,,,,,Amganad Ifugao,Individual,Living,,phi,ifa
ifb,https://iso639-3.sil.org/code/ifb,,,,,"Ayangan Ifugao, Batad Ifugao",Individual,Living,,phi,ifb
ife,https://iso639-3.sil.org/code/ife,,,,,Ifä,Individual,Living,,nic,ife
iff,https://iso639-3.sil.org/code/iff,,,,,Ifo,Individual,Extinct,,map,iff
ifk,https://iso639-3.sil.org/code/ifk,,,,,Tuwali Ifugao,Individual,Living,,phi,ifk
ifm,https://iso639-3.sil.org/code/ifm,,,,,Teke-Fuumu,Individual,Living,,bnt,ifm
ifu,https://iso639-3.sil.org/code/ifu,,,,,Mayoyao Ifugao,Individual,Living,,phi,ifu
ify,https://iso639-3.sil.org/code/ify,,,,,Keley-I Kallahan,Individual,Living,,phi,ify
igb,https://iso639-3.sil.org/code/igb,,,,,Ebira,Individual,Living,,nic,igb
ige,https://iso639-3.sil.org/code/ige,,,,,Igede,Individual,Living,,nic,ige
igg,https://iso639-3.sil.org/code/igg,,,,,Igana,Individual,Living,,paa,igg
igl,https://iso639-3.sil.org/code/igl,,,,,Igala,Individual,Living,,nic,igl
igm,https://iso639-3.sil.org/code/igm,,,,,Kanggape,Individual,Living,,paa,igm
ign,https://iso639-3.sil.org/code/ign,,,,,Ignaciano,Individual,Living,,sai,ign
igo,https://iso639-3.sil.org/code/igo,,,,,Isebe,Individual,Living,,sai,igo
igs,https://iso639-3.sil.org/code/igs,,,,,Interglossa,Individual,Constructed,,art,igs
igw,https://iso639-3.sil.org/code/igw,,,,,Igwe,Individual,Living,,nic,igw
ihb,https://iso639-3.sil.org/code/ihb,,,,,Iha Based Pidgin,Individual,Living,,crp,ihb
ihi,https://iso639-3.sil.org/code/ihi,,,,,Ihievbe,Individual,Living,,nic,ihi
ihp,https://iso639-3.sil.org/code/ihp,,,,,Iha,Individual,Living,,paa,ihp
ihw,https://iso639-3.sil.org/code/ihw,,,,,Bidhawal,Individual,Extinct,,aus,ihw
iii,https://iso639-3.sil.org/code/iii,iii,iii,,ii,"Nuosu, Sichuan Yi",Individual,Living,,,iii
iin,https://iso639-3.sil.org/code/iin,,,,,Thiin,Individual,Extinct,,aus,iin
,https://iso639-3.sil.org/code/iir,iir,,iir,,Indo-Iranian languages,Collective,Genetic,,,
ijc,https://iso639-3.sil.org/code/ijc,,,,,Izon,Individual,Living,,nic,ijc
ije,https://iso639-3.sil.org/code/ije,,,,,Biseni,Individual,Living,,nic,ije
ijj,https://iso639-3.sil.org/code/ijj,,,,,Ede Ije,Individual,Living,,nic,ijj
ijn,https://iso639-3.sil.org/code/ijn,,,,,Kalabari,Individual,Living,,nic,ijn
,https://iso639-3.sil.org/code/ijo,ijo,ijo,ijo,,Ijo languages,Collective,Genetic,,,
ijs,https://iso639-3.sil.org/code/ijs,,,,,Southeast Ijo,Individual,Living,,nic,ijs
ike,https://iso639-3.sil.org/code/ike,,,,,Eastern Canadian Inuktitut,Individual,Living,iku,,ike
iki,https://iso639-3.sil.org/code/iki,,,,,Iko,Individual,Living,,nic,iki
ikk,https://iso639-3.sil.org/code/ikk,,,,,Ika,Individual,Living,,nic,ikk
ikl,https://iso639-3.sil.org/code/ikl,,,,,Ikulu,Individual,Living,,nic,ikl
iko,https://iso639-3.sil.org/code/iko,,,,,Olulumo-Ikom,Individual,Living,,nic,iko
ikp,https://iso639-3.sil.org/code/ikp,,,,,Ikpeshi,Individual,Living,,nic,ikp
ikr,https://iso639-3.sil.org/code/ikr,,,,,Ikaranggal,Individual,Extinct,,aus,ikr
iks,https://iso639-3.sil.org/code/iks,,,,,Inuit Sign Language,Individual,Living,,sgn,iks
ikt,https://iso639-3.sil.org/code/ikt,,,,,"Inuinnaqtun, Western Canadian Inuktitut",Individual,Living,iku,,ikt
iku,https://iso639-3.sil.org/code/iku,iku,iku,,iu,Inuktitut,Macrolanguage,Living,,,iku
ikv,https://iso639-3.sil.org/code/ikv,,,,,Iku-Gora-Ankwa,Individual,Living,,nic,ikv
ikw,https://iso639-3.sil.org/code/ikw,,,,,Ikwere,Individual,Living,,nic,ikw
ikx,https://iso639-3.sil.org/code/ikx,,,,,Ik,Individual,Living,,ssa,ikx
ikz,https://iso639-3.sil.org/code/ikz,,,,,Ikizu,Individual,Living,,bnt,ikz
ila,https://iso639-3.sil.org/code/ila,,,,,Ile Ape,Individual,Living,,map,ila
ilb,https://iso639-3.sil.org/code/ilb,,,,,Ila,Individual,Living,,bnt,ilb
ile,https://iso639-3.sil.org/code/ile,ile,ile,,ie,"Interlingue, Occidental",Individual,Constructed,,,ile
ilg,https://iso639-3.sil.org/code/ilg,,,,,Garig-Ilgar,Individual,Extinct,,aus,ilg
ili,https://iso639-3.sil.org/code/ili,,,,,Ili Turki,Individual,Living,,tut,ili
ilk,https://iso639-3.sil.org/code/ilk,,,,,Ilongot,Individual,Living,,phi,ilk
ilm,https://iso639-3.sil.org/code/ilm,,,,,Iranun (Malaysia),Individual,Living,,phi,ilm
ilo,https://iso639-3.sil.org/code/ilo,ilo,ilo,,,Iloko,Individual,Living,,,ilo
ilp,https://iso639-3.sil.org/code/ilp,,,,,Iranun (Philippines),Individual,Living,,phi,ilp
ils,https://iso639-3.sil.org/code/ils,,,,,International Sign,Individual,Living,,sgn,ils
ilu,https://iso639-3.sil.org/code/ilu,,,,,Ili'uun,Individual,Living,,map,ilu
ilv,https://iso639-3.sil.org/code/ilv,,,,,Ilue,Individual,Living,,nic,ilv
ima,https://iso639-3.sil.org/code/ima,,,,,Mala Malasar,Individual,Living,,dra,ima
imi,https://iso639-3.sil.org/code/imi,,,,,Anamgura,Individual,Living,,paa,imi
iml,https://iso639-3.sil.org/code/iml,,,,,Miluk,Individual,Extinct,,nai,iml
imn,https://iso639-3.sil.org/code/imn,,,,,Imonda,Individual,Living,,paa,imn
imo,https://iso639-3.sil.org/code/imo,,,,,Imbongu,Individual,Living,,paa,imo
